"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Neutrophils_Bindea_et_al","ENSG00000119535.18","protein_coding","CSF3R",NA,1441
"Neutrophils_Bindea_et_al","ENSG00000186529.16","protein_coding","CYP4F3",NA,4051
"Neutrophils_Bindea_et_al","ENSG00000093134.16","transcribed_unitary_pseudogene","VNN3P",NA,NA
"Neutrophils_Bindea_et_al","ENSG00000171049.9","protein_coding","FPR2",NA,2358
"Neutrophils_Bindea_et_al","ENSG00000157551.19","protein_coding","KCNJ15",NA,3772
"Neutrophils_Bindea_et_al","ENSG00000196549.13","protein_coding","MME",NA,4311
"Neutrophils_Bindea_et_al","ENSG00000163464.8","protein_coding","CXCR1",NA,3577
"Neutrophils_Bindea_et_al","ENSG00000180871.8","protein_coding","CXCR2",NA,3579
"Neutrophils_Bindea_et_al","ENSG00000162747.12","protein_coding","FCGR3B",NA,2215
"Neutrophils_Bindea_et_al","ENSG00000135636.15","protein_coding","DYSF",NA,8291
"Neutrophils_Bindea_et_al","ENSG00000186431.19","protein_coding","FCAR",NA,2204
"Neutrophils_Bindea_et_al","ENSG00000170956.17","protein_coding","CEACAM3",NA,1084
"Neutrophils_Bindea_et_al","ENSG00000180596.8","protein_coding","H2BC4",NA,8347
"Neutrophils_Bindea_et_al","ENSG00000173083.16","protein_coding","HPSE",NA,10855
"Neutrophils_Bindea_et_al","ENSG00000103381.12","protein_coding","CPPED1",NA,55313
"Neutrophils_Bindea_et_al","ENSG00000146592.17","protein_coding","CREB5",NA,9586
"Neutrophils_Bindea_et_al","ENSG00000163221.9","protein_coding","S100A12",NA,6283
"Neutrophils_Bindea_et_al","ENSG00000173535.15","protein_coding","TNFRSF10C",NA,8794
"Neutrophils_Bindea_et_al","ENSG00000197208.6","protein_coding","SLC22A4",NA,6583
"Neutrophils_Bindea_et_al","ENSG00000196663.16","protein_coding","TECPR2",NA,9895
"Neutrophils_Bindea_et_al","ENSG00000147454.14","protein_coding","SLC25A37",NA,51312
"Neutrophils_Bindea_et_al","ENSG00000109743.11","protein_coding","BST1",NA,683
"Neutrophils_Bindea_et_al","ENSG00000103196.12","protein_coding","CRISPLD2",NA,83716
"Neutrophils_Bindea_et_al","ENSG00000123689.6","protein_coding","G0S2",NA,50486
"Neutrophils_Bindea_et_al","ENSG00000268500.7","protein_coding","SIGLEC5",NA,NA
"Neutrophils_Bindea_et_al","ENSG00000105501.13","lncRNA","SIGLEC5",NA,NA
"Neutrophils_Bindea_et_al","ENSG00000268500.7","protein_coding","SIGLEC5",NA,NA
"Neutrophils_Bindea_et_al","ENSG00000105501.13","lncRNA","SIGLEC5",NA,NA
"Neutrophils_Bindea_et_al","ENSG00000125810.10","protein_coding","CD93",NA,22918
"Neutrophils_Bindea_et_al","ENSG00000257335.8","protein_coding","MGAM",NA,8972
"Neutrophils_Bindea_et_al","ENSG00000162551.14","protein_coding","ALPL",NA,249
"Neutrophils_Bindea_et_al","ENSG00000171051.9","protein_coding","FPR1",NA,2357
"Neutrophils_Bindea_et_al","ENSG00000184588.18","protein_coding","PDE4B",NA,5142
"Neutrophils_Bindea_et_al","ENSG00000131042.15","protein_coding","LILRB2",NA,10288
