"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Eosinophils_Bindea_et_al","ENSG00000091181.20","protein_coding","IL5RA",NA,3568
"Eosinophils_Bindea_et_al","ENSG00000055118.17","protein_coding","KCNH2",NA,3757
"Eosinophils_Bindea_et_al","ENSG00000007350.17","protein_coding","TKTL1",NA,8277
"Eosinophils_Bindea_et_al","ENSG00000174837.15","protein_coding","ADGRE1",NA,2015
"Eosinophils_Bindea_et_al","ENSG00000183625.16","protein_coding","CCR3",NA,1232
"Eosinophils_Bindea_et_al","ENSG00000076555.16","protein_coding","ACACB",NA,32
"Eosinophils_Bindea_et_al","ENSG00000137801.11","protein_coding","THBS1",NA,7057
"Eosinophils_Bindea_et_al","ENSG00000054983.17","protein_coding","GALC",NA,2581
"Eosinophils_Bindea_et_al","ENSG00000274585.1","snRNA","RNU2-1",NA,6066
"Eosinophils_Bindea_et_al","ENSG00000105205.7","protein_coding","CLC",NA,1178
"Eosinophils_Bindea_et_al","ENSG00000187837.4","protein_coding","H1-2",NA,3006
"Eosinophils_Bindea_et_al","ENSG00000152207.8","protein_coding","CYSLTR2",NA,57105
"Eosinophils_Bindea_et_al","ENSG00000134489.7","protein_coding","HRH4",NA,59340
"Eosinophils_Bindea_et_al","ENSG00000169385.3","protein_coding","RNASE2",NA,6036
"Eosinophils_Bindea_et_al","ENSG00000121691.7","protein_coding","CAT",NA,847
"Eosinophils_Bindea_et_al","ENSG00000100068.14","transcribed_unprocessed_pseudogene","LRP5L",NA,NA
"Eosinophils_Bindea_et_al","ENSG00000159082.18","protein_coding","SYNJ1",NA,8867
"Eosinophils_Bindea_et_al","ENSG00000113296.14","protein_coding","THBS4",NA,7060
"Eosinophils_Bindea_et_al","ENSG00000183134.5","protein_coding","PTGDR2",NA,11251
"Eosinophils_Bindea_et_al","ENSG00000176595.4","protein_coding","KBTBD11",NA,9920
"Eosinophils_Bindea_et_al","ENSG00000114315.4","protein_coding","HES1",NA,3280
"Eosinophils_Bindea_et_al","ENSG00000140526.18","protein_coding","ABHD2",NA,11057
"Eosinophils_Bindea_et_al","ENSG00000163659.13","protein_coding","TIPARP",NA,25976
"Eosinophils_Bindea_et_al","ENSG00000103056.12","protein_coding","SMPD3",NA,55512
"Eosinophils_Bindea_et_al","ENSG00000266714.10","protein_coding","MYO15B",NA,80022
"Eosinophils_Bindea_et_al","ENSG00000177426.22","protein_coding","TGIF1",NA,7050
"Eosinophils_Bindea_et_al","ENSG00000052749.14","protein_coding","RRP12",NA,23223
"Eosinophils_Bindea_et_al","ENSG00000134256.13","protein_coding","CD101",NA,9398
"Eosinophils_Bindea_et_al","ENSG00000117625.14","protein_coding","RCOR3",NA,55758
"Eosinophils_Bindea_et_al","ENSG00000072134.16","protein_coding","EPN2",NA,22905
"Eosinophils_Bindea_et_al","ENSG00000136932.15","protein_coding","TRMO",NA,51531
"Eosinophils_Bindea_et_al","ENSG00000196470.12","protein_coding","SIAH1",NA,6477
