"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"B_cells_Rooney_et_al","ENSG00000007312.13","protein_coding","CD79B",NA,974
"B_cells_Rooney_et_al","ENSG00000186265.10","protein_coding","BTLA",NA,151888
"B_cells_Rooney_et_al","ENSG00000160856.21","protein_coding","FCRL3",NA,115352
"B_cells_Rooney_et_al","ENSG00000153064.12","protein_coding","BANK1",NA,55024
"B_cells_Rooney_et_al","ENSG00000105369.10","protein_coding","CD79A",NA,973
"B_cells_Rooney_et_al","ENSG00000136573.15","protein_coding","BLK",NA,640
"B_cells_Rooney_et_al","ENSG00000116191.19","protein_coding","RALGPS2",NA,55103
"B_cells_Rooney_et_al","ENSG00000163534.15","protein_coding","FCRL1",NA,115350
"B_cells_Rooney_et_al","ENSG00000122986.14","protein_coding","HVCN1",NA,84329
"B_cells_Rooney_et_al","ENSG00000112182.16","protein_coding","BACH2",NA,60468
