"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"NK_cells_Bindea_et_al",NA,NA,"LOC643313",NA,NA
"NK_cells_Bindea_et_al","ENSG00000189064.9","protein_coding","GAGE2A",NA,26749
"NK_cells_Bindea_et_al","ENSG00000169955.8","protein_coding","ZNF747",NA,65988
"NK_cells_Bindea_et_al","ENSG00000143184.5","protein_coding","XCL1",NA,6375
"NK_cells_Bindea_et_al","ENSG00000143185.4","protein_coding","XCL2",NA,6846
"NK_cells_Bindea_et_al",NA,NA,"AF107846",NA,NA
"NK_cells_Bindea_et_al","ENSG00000145740.20","protein_coding","SLC30A5",NA,64924
"NK_cells_Bindea_et_al",NA,NA,"NM_014114",NA,NA
"NK_cells_Bindea_et_al","ENSG00000160294.11","protein_coding","MCM3AP",NA,8888
"NK_cells_Bindea_et_al","ENSG00000006638.13","protein_coding","TBXA2R",NA,6915
"NK_cells_Bindea_et_al","ENSG00000096401.8","protein_coding","CDC5L",NA,988
"NK_cells_Bindea_et_al",NA,NA,"LOC730096",NA,NA
"NK_cells_Bindea_et_al","ENSG00000130383.7","protein_coding","FUT5",NA,2527
"NK_cells_Bindea_et_al","ENSG00000156427.8","protein_coding","FGF18",NA,8817
"NK_cells_Bindea_et_al","ENSG00000011028.14","protein_coding","MRC2",NA,9902
"NK_cells_Bindea_et_al",NA,NA,"RP5-886K2.1",NA,NA
"NK_cells_Bindea_et_al","ENSG00000197471.12","protein_coding","SPN",NA,6693
"NK_cells_Bindea_et_al","ENSG00000159352.16","protein_coding","PSMD4",NA,5710
"NK_cells_Bindea_et_al","ENSG00000105227.16","protein_coding","PRX",NA,57716
"NK_cells_Bindea_et_al","ENSG00000105325.15","protein_coding","FZR1",NA,51343
"NK_cells_Bindea_et_al","ENSG00000122386.11","protein_coding","ZNF205",NA,7755
"NK_cells_Bindea_et_al",NA,NA,"AL080130",NA,NA
"NK_cells_Bindea_et_al","ENSG00000167555.14","protein_coding","ZNF528",NA,84436
"NK_cells_Bindea_et_al","ENSG00000084764.12","protein_coding","MAPRE3",NA,22924
"NK_cells_Bindea_et_al","ENSG00000171791.14","protein_coding","BCL2",NA,596
"NK_cells_Bindea_et_al",NA,NA,"NM_017616",NA,NA
"NK_cells_Bindea_et_al","ENSG00000119787.14","protein_coding","ATL2",NA,64225
"NK_cells_Bindea_et_al","ENSG00000131435.13","protein_coding","PDLIM4",NA,8572
"NK_cells_Bindea_et_al",NA,NA,"NM_014274",NA,NA
"NK_cells_Bindea_et_al","ENSG00000122367.21","protein_coding","LDB3",NA,11155
"NK_cells_Bindea_et_al","ENSG00000197381.17","protein_coding","ADARB1",NA,104
"NK_cells_Bindea_et_al","ENSG00000100796.18","protein_coding","PPP4R3A",NA,55671
"NK_cells_Bindea_et_al","ENSG00000168778.13","protein_coding","TCTN2",NA,79867
"NK_cells_Bindea_et_al","ENSG00000142910.16","protein_coding","TINAGL1",NA,64129
"NK_cells_Bindea_et_al","ENSG00000115461.5","protein_coding","IGFBP5",NA,3488
"NK_cells_Bindea_et_al","ENSG00000137124.8","protein_coding","ALDH1B1",NA,219
"NK_cells_Bindea_et_al","ENSG00000189430.13","protein_coding","NCR1",NA,9437
