signature_name,gene_id,gene_type,gene_name,weight
CCL5_CXCL9,ENSG00000271503.6,protein_coding,CCL5,NA
CCL5_CXCL9,ENSG00000116824.5,protein_coding,CD2,NA
CCL5_CXCL9,ENSG00000198821.11,protein_coding,CD247,NA
CCL5_CXCL9,ENSG00000198851.10,protein_coding,CD3E,NA
CCL5_CXCL9,ENSG00000010610.10,protein_coding,CD4,NA
CCL5_CXCL9,ENSG00000143119.14,protein_coding,CD53,NA
CCL5_CXCL9,ENSG00000114013.16,protein_coding,CD86,NA
CCL5_CXCL9,ENSG00000153563.16,protein_coding,CD8A,NA
CCL5_CXCL9,ENSG00000138755.6,protein_coding,CXCL9,NA
CCL5_CXCL9,ENSG00000134516.20,protein_coding,DOCK2,NA
CCL5_CXCL9,ENSG00000162645.13,protein_coding,GBP2,NA
CCL5_CXCL9,ENSG00000113088.6,protein_coding,GZMK,NA
CCL5_CXCL9,ENSG00000110324.12,protein_coding,IL10RA,NA
CCL5_CXCL9,ENSG00000100385.14,protein_coding,IL2RB,NA
CCL5_CXCL9,ENSG00000125347.15,protein_coding,IRF1,NA
CCL5_CXCL9,ENSG00000162511.8,protein_coding,LAPTM5,NA
CCL5_CXCL9,ENSG00000136167.15,protein_coding,LCP1,NA
CCL5_CXCL9,ENSG00000081237.20,protein_coding,PTPRC,NA
CCL5_CXCL9,ENSG00000155465.20,protein_coding,SLC7A7,NA
CCL5_CXCL9,ENSG00000115415.20,protein_coding,STAT1,NA
CCL5_CXCL9,ENSG00000049249.9,protein_coding,TNFRSF9,NA
