signature_name,gene_id,gene_type,gene_name,weight
Tcell-exclusion_Arnon,ENSG00000138363.15,protein_coding,ATIC,NA
Tcell-exclusion_Arnon,ENSG00000145741.17,protein_coding,BTF3,NA
Tcell-exclusion_Arnon,ENSG00000106153.13,protein_coding,CHCHD2,NA
Tcell-exclusion_Arnon,ENSG00000254772.10,protein_coding,EEF1G,NA
Tcell-exclusion_Arnon,ENSG00000130811.12,protein_coding,EIF3G,NA
Tcell-exclusion_Arnon,ENSG00000149100.13,protein_coding,EIF3M,NA
Tcell-exclusion_Arnon,ENSG00000161960.16,protein_coding,EIF4A1,NA
Tcell-exclusion_Arnon,ENSG00000074800.16,protein_coding,ENO1,NA
Tcell-exclusion_Arnon,ENSG00000178896.9,protein_coding,EXOSC4,NA
Tcell-exclusion_Arnon,ENSG00000179115.11,protein_coding,FARSA,NA
Tcell-exclusion_Arnon,ENSG00000111640.15,protein_coding,GAPDH,NA
Tcell-exclusion_Arnon,ENSG00000130600.20,lncRNA,H19,NA
Tcell-exclusion_Arnon,ENSG00000135486.19,protein_coding,HNRNPA1,NA
Tcell-exclusion_Arnon,ENSG00000130332.15,protein_coding,LSM7,NA
Tcell-exclusion_Arnon,ENSG00000147381.12,protein_coding,MAGEA4,NA
Tcell-exclusion_Arnon,ENSG00000155495.9,protein_coding,MAGEC1,NA
Tcell-exclusion_Arnon,ENSG00000146701.12,protein_coding,MDH2,NA
Tcell-exclusion_Arnon,ENSG00000155438.12,protein_coding,NIFK,NA
Tcell-exclusion_Arnon,ENSG00000213190.4,protein_coding,MLLT11,NA
Tcell-exclusion_Arnon,ENSG00000062582.14,protein_coding,MRPS24,NA
Tcell-exclusion_Arnon,ENSG00000196531.14,protein_coding,NACA,NA
Tcell-exclusion_Arnon,ENSG00000147684.10,protein_coding,NDUFB9,NA
Tcell-exclusion_Arnon,ENSG00000239672.8,protein_coding,NME1,NA
Tcell-exclusion_Arnon,ENSG00000134986.14,protein_coding,NREP,NA
Tcell-exclusion_Arnon,ENSG00000236552.2,processed_pseudogene,RPL13AP5,NA
Tcell-exclusion_Arnon,ENSG00000105640.13,protein_coding,RPL18A,NA
Tcell-exclusion_Arnon,ENSG00000108298.12,protein_coding,RPL19,NA
Tcell-exclusion_Arnon,ENSG00000161970.15,protein_coding,RPL26,NA
Tcell-exclusion_Arnon,ENSG00000166441.13,protein_coding,RPL27A,NA
Tcell-exclusion_Arnon,ENSG00000071082.11,protein_coding,RPL31,NA
Tcell-exclusion_Arnon,ENSG00000144713.13,protein_coding,RPL32,NA
Tcell-exclusion_Arnon,ENSG00000182899.17,protein_coding,RPL35A,NA
Tcell-exclusion_Arnon,ENSG00000130255.13,protein_coding,RPL36,NA
Tcell-exclusion_Arnon,ENSG00000145592.14,protein_coding,RPL37,NA
Tcell-exclusion_Arnon,ENSG00000197756.10,protein_coding,RPL37A,NA
Tcell-exclusion_Arnon,ENSG00000198918.8,protein_coding,RPL39,NA
Tcell-exclusion_Arnon,ENSG00000089009.16,protein_coding,RPL6,NA
Tcell-exclusion_Arnon,ENSG00000147604.14,protein_coding,RPL7,NA
Tcell-exclusion_Arnon,ENSG00000177600.9,protein_coding,RPLP2,NA
Tcell-exclusion_Arnon,ENSG00000142534.7,protein_coding,RPS11,NA
Tcell-exclusion_Arnon,ENSG00000110700.7,protein_coding,RPS13,NA
Tcell-exclusion_Arnon,ENSG00000164587.13,protein_coding,RPS14,NA
Tcell-exclusion_Arnon,ENSG00000115268.10,protein_coding,RPS15,NA
Tcell-exclusion_Arnon,ENSG00000105193.9,protein_coding,RPS16,NA
Tcell-exclusion_Arnon,ENSG00000182774.13,protein_coding,RPS17,NA
Tcell-exclusion_Arnon,ENSG00000182774.13,protein_coding,RPS17,NA
Tcell-exclusion_Arnon,ENSG00000231500.7,protein_coding,RPS18,NA
Tcell-exclusion_Arnon,ENSG00000008988.11,protein_coding,RPS20,NA
Tcell-exclusion_Arnon,ENSG00000171858.18,protein_coding,RPS21,NA
Tcell-exclusion_Arnon,ENSG00000186468.13,protein_coding,RPS23,NA
Tcell-exclusion_Arnon,ENSG00000118181.11,protein_coding,RPS25,NA
Tcell-exclusion_Arnon,ENSG00000143947.15,protein_coding,RPS27A,NA
Tcell-exclusion_Arnon,ENSG00000233927.5,protein_coding,RPS28,NA
Tcell-exclusion_Arnon,ENSG00000198034.11,protein_coding,RPS4X,NA
Tcell-exclusion_Arnon,ENSG00000083845.9,protein_coding,RPS5,NA
Tcell-exclusion_Arnon,ENSG00000137154.13,protein_coding,RPS6,NA
Tcell-exclusion_Arnon,ENSG00000127616.20,protein_coding,SMARCA4,NA
Tcell-exclusion_Arnon,ENSG00000125743.11,protein_coding,SNRPD2,NA
Tcell-exclusion_Arnon,ENSG00000165283.16,protein_coding,STOML2,NA
Tcell-exclusion_Arnon,ENSG00000099800.8,protein_coding,TIMM13,NA
Tcell-exclusion_Arnon,ENSG00000111669.15,protein_coding,TPI1,NA
Tcell-exclusion_Arnon,ENSG00000221983.8,protein_coding,UBA52,NA
Tcell-exclusion_Arnon,ENSG00000071462.12,protein_coding,BUD23,NA
Tcell-exclusion_Arnon,ENSG00000189058.9,protein_coding,APOD,NA
Tcell-exclusion_Arnon,ENSG00000130203.10,protein_coding,APOE,NA
Tcell-exclusion_Arnon,ENSG00000163399.16,protein_coding,ATP1A1,NA
Tcell-exclusion_Arnon,ENSG00000166710.23,protein_coding,B2M,NA
Tcell-exclusion_Arnon,ENSG00000092529.25,protein_coding,CAPN3,NA
Tcell-exclusion_Arnon,ENSG00000135404.12,protein_coding,CD63,NA
Tcell-exclusion_Arnon,ENSG00000039068.20,protein_coding,CDH1,NA
Tcell-exclusion_Arnon,ENSG00000117984.15,protein_coding,CTSD,NA
Tcell-exclusion_Arnon,ENSG00000146122.17,protein_coding,DAAM2,NA
Tcell-exclusion_Arnon,ENSG00000136235.17,protein_coding,GPNMB,NA
Tcell-exclusion_Arnon,ENSG00000205336.14,protein_coding,ADGRG1,NA
Tcell-exclusion_Arnon,ENSG00000206503.13,protein_coding,HLA-A,NA
Tcell-exclusion_Arnon,ENSG00000234745.14,protein_coding,HLA-B,NA
Tcell-exclusion_Arnon,ENSG00000204525.18,protein_coding,HLA-C,NA
Tcell-exclusion_Arnon,ENSG00000204642.14,protein_coding,HLA-F,NA
Tcell-exclusion_Arnon,ENSG00000206341.7,unprocessed_pseudogene,HLA-H,NA
Tcell-exclusion_Arnon,ENSG00000110756.18,protein_coding,HPS5,NA
Tcell-exclusion_Arnon,ENSG00000080824.19,protein_coding,HSP90AA1,NA
Tcell-exclusion_Arnon,ENSG00000165949.13,protein_coding,IFI27,NA
Tcell-exclusion_Arnon,ENSG00000137265.16,protein_coding,IRF4,NA
Tcell-exclusion_Arnon,ENSG00000131981.16,protein_coding,LGALS3,NA
Tcell-exclusion_Arnon,ENSG00000108679.13,protein_coding,LGALS3BP,NA
Tcell-exclusion_Arnon,ENSG00000076706.17,protein_coding,MCAM,NA
Tcell-exclusion_Arnon,ENSG00000256618.3,protein_coding,MTRNR2L1,NA
Tcell-exclusion_Arnon,ENSG00000256045.3,protein_coding,MTRNR2L10,NA
Tcell-exclusion_Arnon,ENSG00000271043.2,processed_pseudogene,MTRNR2L2,NA
Tcell-exclusion_Arnon,ENSG00000256222.3,protein_coding,MTRNR2L3,NA
Tcell-exclusion_Arnon,ENSG00000232196.4,protein_coding,MTRNR2L4,NA
Tcell-exclusion_Arnon,ENSG00000270672.1,protein_coding,MTRNR2L6,NA
Tcell-exclusion_Arnon,ENSG00000255823.5,protein_coding,MTRNR2L8,NA
Tcell-exclusion_Arnon,ENSG00000168824.15,protein_coding,NSG1,NA
Tcell-exclusion_Arnon,ENSG00000136040.9,protein_coding,PLXNC1,NA
Tcell-exclusion_Arnon,ENSG00000197746.15,protein_coding,PSAP,NA
Tcell-exclusion_Arnon,ENSG00000115828.17,protein_coding,QPCT,NA
Tcell-exclusion_Arnon,ENSG00000111540.16,protein_coding,RAB5B,NA
Tcell-exclusion_Arnon,ENSG00000160678.12,protein_coding,S100A1,NA
Tcell-exclusion_Arnon,ENSG00000160307.10,protein_coding,S100B,NA
Tcell-exclusion_Arnon,ENSG00000130066.17,protein_coding,SAT1,NA
Tcell-exclusion_Arnon,ENSG00000166562.9,protein_coding,SEC11C,NA
Tcell-exclusion_Arnon,ENSG00000092068.21,protein_coding,SLC7A8,NA
Tcell-exclusion_Arnon,ENSG00000064225.13,protein_coding,ST3GAL6,NA
