signature_name,gene_id,gene_type,gene_name,weight
ADO,ENSG00000132170.24,protein_coding,PPARG,NA
ADO,ENSG00000165168.9,protein_coding,CYBB,NA
ADO,ENSG00000168542.16,protein_coding,COL3A1,NA
ADO,ENSG00000049768.17,protein_coding,FOXP3,NA
ADO,ENSG00000089692.9,protein_coding,LAG3,NA
ADO,ENSG00000142192.21,protein_coding,APP,NA
ADO,ENSG00000110651.12,protein_coding,CD81,NA
ADO,ENSG00000105220.17,protein_coding,GPI,NA
ADO,ENSG00000073756.13,protein_coding,PTGS2,NA
ADO,ENSG00000137752.25,protein_coding,CASP1,NA
ADO,ENSG00000170345.10,protein_coding,FOS,NA
ADO,ENSG00000100030.15,protein_coding,MAPK1,NA
ADO,ENSG00000102882.12,protein_coding,MAPK3,NA
ADO,ENSG00000118260.15,protein_coding,CREB1,NA
