signature_name,gene_id,gene_type,gene_name,weight
CIN70_Carter,ENSG00000088325.16,protein_coding,TPX2,1
CIN70_Carter,ENSG00000198901.14,protein_coding,PRC1,1
CIN70_Carter,ENSG00000111206.13,protein_coding,FOXM1,1
CIN70_Carter,ENSG00000170312.17,protein_coding,CDK1,1
CIN70_Carter,ENSG00000118707.11,protein_coding,TGIF2,1
CIN70_Carter,ENSG00000073111.14,protein_coding,MCM2,1
CIN70_Carter,ENSG00000164032.12,protein_coding,H2AZ1,1
CIN70_Carter,ENSG00000131747.15,protein_coding,TOP2A,1
CIN70_Carter,ENSG00000132646.11,protein_coding,PCNA,1
CIN70_Carter,ENSG00000175063.17,protein_coding,UBE2C,1
CIN70_Carter,ENSG00000165304.8,protein_coding,MELK,1
CIN70_Carter,ENSG00000071539.14,protein_coding,TRIP13,1
CIN70_Carter,ENSG00000126001.16,protein_coding,CEP250,1
CIN70_Carter,ENSG00000166508.18,protein_coding,MCM7,1
CIN70_Carter,ENSG00000104889.7,protein_coding,RNASEH2A,1
CIN70_Carter,ENSG00000111247.15,protein_coding,RAD51AP1,1
CIN70_Carter,ENSG00000112984.12,protein_coding,KIF20A,1
CIN70_Carter,ENSG00000093009.11,protein_coding,CDC45,1
CIN70_Carter,ENSG00000164109.14,protein_coding,MAD2L1,1
CIN70_Carter,ENSG00000135476.12,protein_coding,ESPL1,1
CIN70_Carter,ENSG00000157456.8,protein_coding,CCNB2,1
CIN70_Carter,ENSG00000168496.4,protein_coding,FEN1,1
CIN70_Carter,ENSG00000112742.10,protein_coding,TTK,1
CIN70_Carter,ENSG00000150753.12,protein_coding,CCT5,1
CIN70_Carter,ENSG00000163918.12,protein_coding,RFC4,1
CIN70_Carter,ENSG00000156802.13,protein_coding,ATAD2,1
CIN70_Carter,ENSG00000175216.15,protein_coding,CKAP5,1
CIN70_Carter,ENSG00000155561.15,protein_coding,NUP205,1
CIN70_Carter,ENSG00000117399.14,protein_coding,CDC20,1
CIN70_Carter,ENSG00000123975.5,protein_coding,CKS2,1
CIN70_Carter,ENSG00000171848.16,protein_coding,RRM2,1
CIN70_Carter,ENSG00000066044.15,protein_coding,ELAVL1,1
CIN70_Carter,ENSG00000134057.15,protein_coding,CCNB1,1
CIN70_Carter,ENSG00000167325.15,protein_coding,RRM1,1
CIN70_Carter,ENSG00000178999.13,protein_coding,AURKB,1
CIN70_Carter,ENSG00000116062.18,protein_coding,MSH6,1
CIN70_Carter,ENSG00000106462.12,protein_coding,EZH2,1
CIN70_Carter,ENSG00000171793.17,protein_coding,CTPS1,1
CIN70_Carter,ENSG00000130826.19,protein_coding,DKC1,1
CIN70_Carter,ENSG00000104147.9,protein_coding,OIP5,1
CIN70_Carter,ENSG00000134690.11,protein_coding,CDCA8,1
CIN70_Carter,ENSG00000164611.13,protein_coding,PTTG1,1
CIN70_Carter,ENSG00000138180.16,protein_coding,CEP55,1
CIN70_Carter,ENSG00000188486.4,protein_coding,H2AX,1
CIN70_Carter,ENSG00000111726.13,protein_coding,CMAS,1
CIN70_Carter,ENSG00000121152.10,protein_coding,NCAPH,1
CIN70_Carter,ENSG00000065328.17,protein_coding,MCM10,1
CIN70_Carter,ENSG00000130520.11,protein_coding,LSM4,1
CIN70_Carter,ENSG00000105011.9,protein_coding,ASF1B,1
CIN70_Carter,ENSG00000122952.17,protein_coding,ZWINT,1
CIN70_Carter,ENSG00000168078.10,protein_coding,PBK,1
CIN70_Carter,ENSG00000174442.12,protein_coding,ZWILCH,1
CIN70_Carter,ENSG00000111665.12,protein_coding,CDCA3,1
CIN70_Carter,ENSG00000114346.14,protein_coding,ECT2,1
CIN70_Carter,ENSG00000094804.12,protein_coding,CDC6,1
CIN70_Carter,ENSG00000076248.11,protein_coding,UNG,1
CIN70_Carter,ENSG00000109919.10,protein_coding,MTCH2,1
CIN70_Carter,ENSG00000164754.16,protein_coding,RAD21,1
CIN70_Carter,ENSG00000136518.17,protein_coding,ACTL6A,1
CIN70_Carter,ENSG00000126249.8,protein_coding,PDCD2L,1
CIN70_Carter,ENSG00000161547.17,protein_coding,SRSF2,1
CIN70_Carter,ENSG00000143321.19,protein_coding,HDGF,1
CIN70_Carter,ENSG00000132661.4,protein_coding,NXT1,1
CIN70_Carter,ENSG00000117650.13,protein_coding,NEK2,1
CIN70_Carter,ENSG00000172893.18,protein_coding,DHCR7,1
CIN70_Carter,ENSG00000087586.18,protein_coding,AURKA,1
CIN70_Carter,ENSG00000004779.10,protein_coding,NDUFAB1,1
CIN70_Carter,ENSG00000166881.10,protein_coding,NEMP1,1
CIN70_Carter,ENSG00000090889.12,protein_coding,KIF4A,1
