"","signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"1","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000102678.7","protein_coding","FGF9",NA
"2","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000119630.14","protein_coding","PGF",NA
"3","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000143556.9","protein_coding","S100A7",NA
"4","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000197461.13","protein_coding","PDGFA",NA
"5","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000006327.14","protein_coding","TNFRSF12A",NA
"6","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000078401.7","protein_coding","EDN1",NA
"7","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000166825.15","protein_coding","ANPEP",NA
"8","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000167157.11","protein_coding","PRRX2",NA
"9","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000112658.8","protein_coding","SRF",NA
"10","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000179776.19","protein_coding","CDH5",NA
"11","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000092969.12","protein_coding","TGFB2",NA
"12","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000107338.10","protein_coding","SHB",NA
"13","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000164107.9","protein_coding","HAND2",NA
"14","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000100292.18","protein_coding","HMOX1",NA
"15","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000154133.15","protein_coding","ROBO4",NA
"16","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000143878.10","protein_coding","RHOB",NA
"17","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000125538.12","protein_coding","IL1B",NA
"18","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000203883.7","protein_coding","SOX18",NA
"19","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000164736.6","protein_coding","SOX17",NA
"20","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000137801.11","protein_coding","THBS1",NA
"21","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000091879.14","protein_coding","ANGPT2",NA
"22","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R",NA,NA,"PPAP2B",NA
"23","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R",NA,NA,"CYR61",NA
"24","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000125378.16","protein_coding","BMP4",NA
"25","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000102554.14","protein_coding","KLF5",NA
"26","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000102755.12","protein_coding","FLT1",NA
"27","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000171223.6","protein_coding","JUNB",NA
"28","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000145147.20","protein_coding","SLIT2",NA
"29","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000128052.10","protein_coding","KDR",NA
"30","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000163421.9","protein_coding","PROK2",NA
"31","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000150630.4","protein_coding","VEGFC",NA
"32","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000182492.16","protein_coding","BGN",NA
"33","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000106511.6","protein_coding","MEOX2",NA
"34","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000124882.4","protein_coding","EREG",NA
"35","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000125968.9","protein_coding","ID1",NA
"36","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000070495.15","protein_coding","JMJD6",NA
"37","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000128917.8","protein_coding","DLL4",NA
"38","IPRES","EP_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000112715.26","protein_coding","VEGFA",NA
