"","signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"1","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000162706.13","protein_coding","CADM3",NA
"2","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000099250.18","protein_coding","NRP1",NA
"3","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000126351.13","protein_coding","THRA",NA
"4","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000182985.18","protein_coding","CADM1",NA
"5","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000171914.17","protein_coding","TLN2",NA
"6","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000163453.11","protein_coding","IGFBP7",NA
"7","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000168743.13","protein_coding","NPNT",NA
"8","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000073712.15","protein_coding","FERMT2",NA
"9","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000187244.12","protein_coding","BCAM",NA
"10","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000198910.14","protein_coding","L1CAM",NA
"11","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000164176.13","protein_coding","EDIL3",NA
"12","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000154639.19","protein_coding","CXADR",NA
"13","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000107562.17","protein_coding","CXCL12",NA
"14","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000035403.18","protein_coding","VCL",NA
"15","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000091129.22","protein_coding","NRCAM",NA
"16","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000160862.13","protein_coding","AZGP1",NA
"17","IPRES","DTPP_CELL_ADHESION_UP",NA,NA,"WISP2",NA
"18","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000120708.17","protein_coding","TGFBI",NA
"19","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000143878.10","protein_coding","RHOB",NA
"20","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000134013.16","protein_coding","LOXL2",NA
"21","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000172260.15","protein_coding","NEGR1",NA
"22","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000144857.15","protein_coding","BOC",NA
"23","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000079385.23","protein_coding","CEACAM1",NA
"24","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000139880.21","protein_coding","CDH24",NA
"25","IPRES","DTPP_CELL_ADHESION_UP",NA,NA,"CYR61",NA
"26","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000262655.4","protein_coding","SPON1",NA
"27","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000146648.20","protein_coding","EGFR",NA
"28","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000158769.18","protein_coding","F11R",NA
"29","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000152894.15","protein_coding","PTPRK",NA
"30","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000113212.7","protein_coding","PCDHB7",NA
"31","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000110076.20","protein_coding","NRXN2",NA
"32","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000134115.13","protein_coding","CNTN6",NA
"33","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000146555.20","protein_coding","SDK1",NA
"34","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000121898.13","protein_coding","CPXM2",NA
"35","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000100345.23","protein_coding","MYH9",NA
"36","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000154096.14","protein_coding","THY1",NA
"37","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000173801.17","protein_coding","JUP",NA
"38","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000135218.19","protein_coding","CD36",NA
"39","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000163347.6","protein_coding","CLDN1",NA
"40","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000058085.15","protein_coding","LAMC2",NA
"41","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000140682.19","protein_coding","TGFB1I1",NA
"42","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000197702.14","protein_coding","PARVA",NA
"43","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000087085.16","protein_coding","ACHE",NA
"44","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000108691.10","protein_coding","CCL2",NA
"45","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000168542.16","protein_coding","COL3A1",NA
"46","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000137809.17","protein_coding","ITGA11",NA
"47","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000215018.10","protein_coding","COL28A1",NA
"48","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000152377.14","protein_coding","SPOCK1",NA
"49","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000008517.19","protein_coding","IL32",NA
"50","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000062038.15","protein_coding","CDH3",NA
"51","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000197479.7","protein_coding","PCDHB11",NA
"52","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000125398.8","protein_coding","SOX9",NA
"53","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000105290.13","protein_coding","APLP1",NA
"54","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000170017.12","protein_coding","ALCAM",NA
"55","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000065618.21","protein_coding","COL17A1",NA
"56","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000172037.14","protein_coding","LAMB2",NA
"57","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000095637.23","protein_coding","SORBS1",NA
"58","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000196159.14","protein_coding","FAT4",NA
"59","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000135744.9","protein_coding","AGT",NA
"60","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000167614.14","protein_coding","TTYH1",NA
"61","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000163359.17","protein_coding","COL6A3",NA
"62","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000102854.16","protein_coding","MSLN",NA
"63","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000272398.6","protein_coding","CD24",NA
"64","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000137801.11","protein_coding","THBS1",NA
"65","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000110876.10","protein_coding","SELPLG",NA
"66","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000169231.13","protein_coding","THBS3",NA
"67","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000107282.8","protein_coding","APBA1",NA
"68","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000144061.14","protein_coding","NPHP1",NA
"69","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000115414.21","protein_coding","FN1",NA
"70","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000182871.16","protein_coding","COL18A1",NA
"71","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000126500.4","protein_coding","FLRT1",NA
"72","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000242252.2","protein_coding","BGLAP",NA
"73","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000168487.20","protein_coding","BMP1",NA
"74","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000197467.17","protein_coding","COL13A1",NA
"75","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000213949.10","protein_coding","ITGA1",NA
"76","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000163531.17","protein_coding","NFASC",NA
"77","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000142798.20","protein_coding","HSPG2",NA
"78","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000143126.8","protein_coding","CELSR2",NA
"79","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000087303.19","protein_coding","NID2",NA
"80","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000118946.12","protein_coding","PCDH17",NA
"81","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000080573.7","protein_coding","COL5A3",NA
"82","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000084636.18","protein_coding","COL16A1",NA
"83","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000130635.16","protein_coding","COL5A1",NA
"84","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000197565.17","protein_coding","COL4A6",NA
"85","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000140945.17","protein_coding","CDH13",NA
"86","IPRES","DTPP_CELL_ADHESION_UP",NA,NA,"ERBB2IP",NA
"87","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000161638.11","protein_coding","ITGA5",NA
"88","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000184363.10","protein_coding","PKP3",NA
"89","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000008277.15","protein_coding","ADAM22",NA
"90","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000182667.15","protein_coding","NTM",NA
"91","IPRES","DTPP_CELL_ADHESION_UP","ENSG00000149557.14","protein_coding","FEZ1",NA
