"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000165424.7","protein_coding","ZCCHC24",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000095752.7","protein_coding","IL11",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000182901.18","protein_coding","RGS7",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000153721.19","protein_coding","CNKSR3",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000038382.21","protein_coding","TRIO",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000134013.16","protein_coding","LOXL2",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000173852.16","protein_coding","DPY19L1",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000060982.15","protein_coding","BCAT1",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000180537.13","protein_coding","RNF182",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000082146.13","protein_coding","STRADB",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000165801.10","protein_coding","ARHGEF40",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000171951.5","protein_coding","SCG2",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000142173.16","protein_coding","COL6A2",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000152818.19","protein_coding","UTRN",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000131323.16","protein_coding","TRAF3",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000112183.15","protein_coding","RBM24",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000156103.16","protein_coding","MMP16",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000074590.14","protein_coding","NUAK1",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000111252.11","protein_coding","SH2B3",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000140931.20","protein_coding","CMTM3",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000067057.18","protein_coding","PFKP",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000168779.21","protein_coding","SHOX2",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000154027.19","protein_coding","AK5",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000148516.23","protein_coding","ZEB1",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000240694.9","protein_coding","PNMA2",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000075213.11","protein_coding","SEMA3A",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000131711.15","protein_coding","MAP1B",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000100154.15","protein_coding","TTC28",NA
"IPRES_Hugo","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","ENSG00000164176.13","protein_coding","EDIL3",NA
