"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000221823.11","protein_coding","PPP3R1",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000170558.10","protein_coding","CDH2",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000125148.7","protein_coding","MT2A",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000167656.5","protein_coding","LY6D",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000164136.17","protein_coding","IL15",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000089685.15","protein_coding","BIRC5",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000078098.15","protein_coding","FAP",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000087245.13","protein_coding","MMP2",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000115414.21","protein_coding","FN1",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000175315.3","protein_coding","CST6",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000110203.10","protein_coding","FOLR3",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000012048.23","protein_coding","BRCA1",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000163453.11","protein_coding","IGFBP7",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000166851.15","protein_coding","PLK1",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000169679.15","protein_coding","BUB1",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000113083.15","protein_coding","LOX",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000084731.15","protein_coding","KIF3C",NA
"IPRES_Hugo","KARAKAS_TGFB1_SIGNALING","ENSG00000036257.14","protein_coding","CUL3",NA
