"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000166825.15","protein_coding","ANPEP",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000182492.16","protein_coding","BGN",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000125378.16","protein_coding","BMP4",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000179776.19","protein_coding","CDH5",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000168542.16","protein_coding","COL3A1",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000142871.18","protein_coding","CCN1",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000128917.8","protein_coding","DLL4",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000078401.7","protein_coding","EDN1",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000164035.10","protein_coding","EMCN",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000125968.9","protein_coding","ID1",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000128052.10","protein_coding","KDR",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000099250.18","protein_coding","NRP1",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000122861.16","protein_coding","PLAU",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000162407.9","protein_coding","PLPP3",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000163421.9","protein_coding","PROK2",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000167157.11","protein_coding","PRRX2",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000143878.10","protein_coding","RHOB",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000154133.15","protein_coding","ROBO4",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000164736.6","protein_coding","SOX17",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000203883.7","protein_coding","SOX18",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000092969.12","protein_coding","TGFB2",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000137801.11","protein_coding","THBS1",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000154096.14","protein_coding","THY1",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000112715.26","protein_coding","VEGFA",NA
"IPRES_Hugo","MAPKi_INDUCED_ANGIOGENESIS","ENSG00000150630.4","protein_coding","VEGFC",NA
