"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000164035.10","protein_coding","EMCN",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000139567.13","protein_coding","ACVRL1",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000135363.12","protein_coding","LMO2",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000150782.12","protein_coding","IL18",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000168542.16","protein_coding","COL3A1",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000070193.5","protein_coding","FGF10",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000166825.15","protein_coding","ANPEP",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000138792.10","protein_coding","ENPEP",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000167157.11","protein_coding","PRRX2",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000187513.9","protein_coding","GJA4",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000107562.17","protein_coding","CXCL12",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000087245.13","protein_coding","MMP2",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000179776.19","protein_coding","CDH5",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000092969.12","protein_coding","TGFB2",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000151617.17","protein_coding","EDNRA",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000159640.17","protein_coding","ACE",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000170989.10","protein_coding","S1PR1",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000120899.18","protein_coding","PTK2B",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R",NA,NA,"CRIPTO",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000154133.15","protein_coding","ROBO4",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000187091.14","protein_coding","PLCD1",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000203883.7","protein_coding","SOX18",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000164736.6","protein_coding","SOX17",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000113083.15","protein_coding","LOX",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000162407.9","protein_coding","PLPP3",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000182871.16","protein_coding","COL18A1",NA
"IPRES_Hugo","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000125378.16","protein_coding","BMP4",NA
