"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000162706.13","protein_coding","CADM3",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000099250.18","protein_coding","NRP1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000126351.13","protein_coding","THRA",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000182985.18","protein_coding","CADM1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000171914.17","protein_coding","TLN2",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000163453.11","protein_coding","IGFBP7",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000168743.13","protein_coding","NPNT",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000073712.15","protein_coding","FERMT2",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000187244.12","protein_coding","BCAM",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000198910.14","protein_coding","L1CAM",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000164176.13","protein_coding","EDIL3",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000154639.19","protein_coding","CXADR",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000107562.17","protein_coding","CXCL12",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000035403.18","protein_coding","VCL",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000091129.22","protein_coding","NRCAM",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000160862.13","protein_coding","AZGP1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000064205.11","protein_coding","CCN5",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000120708.17","protein_coding","TGFBI",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000143878.10","protein_coding","RHOB",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000134013.16","protein_coding","LOXL2",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000172260.15","protein_coding","NEGR1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000144857.15","protein_coding","BOC",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000079385.23","protein_coding","CEACAM1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000139880.21","protein_coding","CDH24",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000142871.18","protein_coding","CCN1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000262655.4","protein_coding","SPON1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000146648.20","protein_coding","EGFR",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000158769.18","protein_coding","F11R",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000152894.15","protein_coding","PTPRK",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000113212.7","protein_coding","PCDHB7",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000110076.20","protein_coding","NRXN2",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000134115.13","protein_coding","CNTN6",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000146555.20","protein_coding","SDK1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000121898.13","protein_coding","CPXM2",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000100345.23","protein_coding","MYH9",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000154096.14","protein_coding","THY1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000173801.17","protein_coding","JUP",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000135218.19","protein_coding","CD36",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000163347.6","protein_coding","CLDN1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000058085.15","protein_coding","LAMC2",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000140682.19","protein_coding","TGFB1I1",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000197702.14","protein_coding","PARVA",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000087085.16","protein_coding","ACHE",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000108691.10","protein_coding","CCL2",NA
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000168542.16","protein_coding","COL3A1",NA
