"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"STAT1_Care","ENSG00000115415.20","protein_coding","STAT1",NA,6772
"STAT1_Care","ENSG00000117228.11","protein_coding","GBP1",NA,2633
"STAT1_Care","ENSG00000125347.15","protein_coding","IRF1",NA,3659
"STAT1_Care","ENSG00000140105.18","protein_coding","WARS1",NA,7453
"STAT1_Care","ENSG00000133321.11","protein_coding","PLAAT4",NA,5920
"STAT1_Care","ENSG00000138755.6","protein_coding","CXCL9",NA,4283
"STAT1_Care","ENSG00000154451.15","protein_coding","GBP5",NA,115362
"STAT1_Care","ENSG00000002549.13","protein_coding","LAP3",NA,51056
"STAT1_Care","ENSG00000128284.20","protein_coding","APOL3",NA,80833
"STAT1_Care","ENSG00000131203.13","protein_coding","IDO1",NA,3620
"STAT1_Care","ENSG00000162654.9","protein_coding","GBP4",NA,115361
"STAT1_Care","ENSG00000089692.9","protein_coding","LAG3",NA,3902
"STAT1_Care","ENSG00000169245.6","protein_coding","CXCL10",NA,3627
"STAT1_Care","ENSG00000145649.8","protein_coding","GZMA",NA,3001
"STAT1_Care","ENSG00000180644.8","protein_coding","PRF1",NA,5551
"STAT1_Care","ENSG00000111537.5","protein_coding","IFNG",NA,3458
"STAT1_Care","ENSG00000162645.13","protein_coding","GBP2",NA,2634
"STAT1_Care","ENSG00000160791.14","protein_coding","CCR5",NA,1234
"STAT1_Care","ENSG00000136867.11","protein_coding","SLC31A2",NA,1318
"STAT1_Care","ENSG00000221963.6","protein_coding","APOL6",NA,80830
"STAT1_Care","ENSG00000169248.13","protein_coding","CXCL11",NA,6373
"STAT1_Care","ENSG00000197249.14","protein_coding","SERPINA1",NA,5265
"STAT1_Care","ENSG00000198019.13","protein_coding","FCGR1B",NA,NA
"STAT1_Care","ENSG00000121858.11","protein_coding","TNFSF10",NA,8743
"STAT1_Care","ENSG00000113088.6","protein_coding","GZMK",NA,3003
"STAT1_Care","ENSG00000077984.6","protein_coding","CST7",NA,8530
"STAT1_Care","ENSG00000127951.8","protein_coding","FGL2",NA,10875
"STAT1_Care","ENSG00000168394.12","protein_coding","TAP1",NA,6890
"STAT1_Care","ENSG00000149131.17","protein_coding","SERPING1",NA,710
"STAT1_Care","ENSG00000158869.11","protein_coding","FCER1G",NA,2207
"STAT1_Care","ENSG00000116824.5","protein_coding","CD2",NA,914
"STAT1_Care","ENSG00000133574.10","protein_coding","GIMAP4",NA,55303
"STAT1_Care","ENSG00000119917.15","protein_coding","IFIT3",NA,3437
"STAT1_Care","ENSG00000275302.2","protein_coding","CCL4",NA,6351
"STAT1_Care","ENSG00000172215.6","protein_coding","CXCR6",NA,10663
"STAT1_Care","ENSG00000196329.12","protein_coding","GIMAP5",NA,55340
"STAT1_Care","ENSG00000132530.17","protein_coding","XAF1",NA,54739
"STAT1_Care","ENSG00000026751.17","protein_coding","SLAMF7",NA,57823
"STAT1_Care","ENSG00000152766.6","protein_coding","ANKRD22",NA,118932
