"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"CD39-CD8Tcell_Chow","ENSG00000138185.20","protein_coding","ENTPD1",NA,"953"
"CD39-CD8Tcell_Chow","ENSG00000166710.23","protein_coding","B2M",NA,"567"
"CD39-CD8Tcell_Chow","ENSG00000116824.5","protein_coding","CD2",NA,"914"
"CD39-CD8Tcell_Chow","ENSG00000198821.11","protein_coding","CD247",NA,"919"
"CD39-CD8Tcell_Chow","ENSG00000153283.13","protein_coding","CD96",NA,"10225"
"CD39-CD8Tcell_Chow","ENSG00000156234.8","protein_coding","CXCL13",NA,"10563"
"CD39-CD8Tcell_Chow","ENSG00000172215.6","protein_coding","CXCR6",NA,"10663"
"CD39-CD8Tcell_Chow","ENSG00000115523.17","protein_coding","GNLY",NA,"10578"
"CD39-CD8Tcell_Chow","ENSG00000145649.8","protein_coding","GZMA",NA,"3001"
"CD39-CD8Tcell_Chow","ENSG00000126264.10","protein_coding","HCST",NA,"10870"
"CD39-CD8Tcell_Chow","ENSG00000234745.14","protein_coding","HLA-B",NA,"3106"
"CD39-CD8Tcell_Chow","ENSG00000161405.17","protein_coding","IKZF3",NA,"22806"
"CD39-CD8Tcell_Chow","ENSG00000005844.19","protein_coding","ITGAL",NA,"3683"
"CD39-CD8Tcell_Chow","ENSG00000111796.4","protein_coding","KLRB1",NA,"3820"
"CD39-CD8Tcell_Chow","ENSG00000134545.14","protein_coding","KLRC1",NA,"3821"
"CD39-CD8Tcell_Chow","ENSG00000182866.17","protein_coding","LCK",NA,"3932"
"CD39-CD8Tcell_Chow","ENSG00000130592.17","protein_coding","LSP1",NA,"4046"
"CD39-CD8Tcell_Chow","ENSG00000188389.11","protein_coding","PDCD1",NA,"5133"
"CD39-CD8Tcell_Chow","ENSG00000134242.16","protein_coding","PTPN22",NA,"26191"
"CD39-CD8Tcell_Chow","ENSG00000050730.16","protein_coding","TNIP3",NA,"79931"
"CD39-CD8Tcell_Chow","ENSG00000211794.3","TR_V_gene","TRAV12-3",NA,NA
"CD39-CD8Tcell_Chow","ENSG00000211745.3","TR_V_gene","TRBV4-2",NA,NA
"CD39-CD8Tcell_Chow","ENSG00000176083.18","protein_coding","ZNF683",NA,"257101"
