"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000137573.14","protein_coding","SULF1",NA,"23213"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000105928.16","protein_coding","GSDME",NA,"1687"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000138061.12","protein_coding","CYP1B1",NA,"1545"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000146070.17","protein_coding","PLA2G7",NA,"7941"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000183098.11","protein_coding","GPC6",NA,"10082"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000122691.13","protein_coding","TWIST1",NA,"7291"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000116132.12","protein_coding","PRRX1",NA,"5396"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000130208.10","protein_coding","APOC1",NA,"341"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000139117.14","protein_coding","CPNE8",NA,"144402"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000146674.16","protein_coding","IGFBP3",NA,"3486"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000101230.6","protein_coding","ISM1",NA,"140862"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000078098.15","protein_coding","FAP",NA,"2191"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000006118.15","protein_coding","TMEM132A",NA,"54972"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000171860.5","protein_coding","C3AR1",NA,"719"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000152409.9","protein_coding","JMY",NA,"133746"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000168461.13","protein_coding","RAB31",NA,"11031"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000079215.15","protein_coding","SLC1A3",NA,"6507"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000139926.16","protein_coding","FRMD6",NA,"122786"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000173821.20","protein_coding","RNF213",NA,"57674"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000186806.6","protein_coding","VSIG10L",NA,"147645"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000181458.10","protein_coding","TMEM45A",NA,"55076"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000086991.13","protein_coding","NOX4",NA,"50507"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000012779.12","protein_coding","ALOX5",NA,"240"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000167601.12","protein_coding","AXL",NA,"558"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000151617.17","protein_coding","EDNRA",NA,"1909"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000101115.13","protein_coding","SALL4",NA,"57167"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000153250.21","protein_coding","RBMS1",NA,"5937"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000102935.12","protein_coding","ZNF423",NA,"23090"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000038427.16","protein_coding","VCAN",NA,"1462"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000164283.13","protein_coding","ESM1",NA,"11082"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000164116.17","protein_coding","GUCY1A1",NA,"2982"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000162892.16","protein_coding","IL24",NA,"11009"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000115414.21","protein_coding","FN1",NA,"2335"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000145147.20","protein_coding","SLIT2",NA,"9353"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000168502.18","protein_coding","MTCL1",NA,"23255"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000138696.11","protein_coding","BMPR1B",NA,"658"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000113140.11","protein_coding","SPARC",NA,"6678"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000126603.9","protein_coding","GLIS2",NA,"84662"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000074590.14","protein_coding","NUAK1",NA,"9891"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000144810.16","protein_coding","COL8A1",NA,"1295"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000131459.13","protein_coding","GFPT2",NA,"9945"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000121005.9","protein_coding","CRISPLD1",NA,"83690"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000153071.15","protein_coding","DAB2",NA,"1601"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000119681.12","protein_coding","LTBP2",NA,"4053"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000113916.18","protein_coding","BCL6",NA,"604"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000169604.21","protein_coding","ANTXR1",NA,"84168"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000164694.17","protein_coding","FNDC1",NA,"84624"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000167693.17","protein_coding","NXN",NA,"64359"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000139211.7","protein_coding","AMIGO2",NA,"347902"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000105989.10","protein_coding","WNT2",NA,"7472"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000111341.10","protein_coding","MGP",NA,"4256"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000145423.5","protein_coding","SFRP2",NA,"6423"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000198743.7","protein_coding","SLC5A3",NA,"6526"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000188042.8","protein_coding","ARL4C",NA,"10123"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000118785.15","protein_coding","SPP1",NA,"6696"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000162733.19","protein_coding","DDR2",NA,"4921"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000059804.16","protein_coding","SLC2A3",NA,"6515"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000060982.15","protein_coding","BCAT1",NA,"586"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000074657.14","protein_coding","ZNF532",NA,"55205"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000121236.21","protein_coding","TRIM6",NA,"117854"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000120669.16","protein_coding","SOHLH2",NA,"54937"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000136235.17","protein_coding","GPNMB",NA,"10457"
